dQP,PRED_MODE,PU_SIZE,BITS,DISTORTION,BEST_COST,BEST_BINS,SIDE_INFO,SAD,MSE,COST_2Nx2N,COST_MSM,COST_2NxN,COST_Nx2N,RATIO_2Nx2N-MSM,REL_RATIO_2Nx2N-MSM,RATIO_BEST_2Nx2N,RATIO_BEST-MSM,REL_RATIO_BEST-MSM,TU_DEPTH,CBF,NON-Z-COEFF,REF_IDX,MV_MOD_INT,MV_MOD_FRAC,PREDMV_MOD_INT,PREDMV_MOD_FRAC,MVD_MOD_INT,MVD_MOD_FRAC,MVP_IDX,INTER_DIR,FME,COLOC_SPLIT,UP_SPLIT,LEFT_SPLIT,UPLEFT_SPLIT,UPRIGHT_SPLIT,CTX_SPLIT,COLOC_DEPTH,UP_DEPTH,LEFT_DEPTH,UPLEFT_DEPTH,UPRIGHT_DEPTH,CTX_DEPTH,AVG_NEIGH_DEPTH,SPLIT
4,2,0,3093,63127,187771,1,0.663809,11317,12.281,187691,190461,190700,191017,0.985455,0.014545,1.00043,0.985878,0.014122,1,1,5,1,15.0333,0,15,0.790569,1,0.353553,1,3,0,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
4,2,2,3004,69435,190493,1,0.635498,10615,11.3679,192590,193360,193642,190372,0.996021,0.003979,0.989109,0.985173,0.014827,1,1,16,1,3,0.707107,3,0.707107,0,0,1,3,1,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
4,2,0,2717,60058,169550,1,0.64578,11020,11.9941,169469,171954,171199,172707,0.98555,0.01445,1.00048,0.986019,0.013981,1,1,5,1,27.8927,0.5,26.9258,0.5,1,0,0,3,1,1,1,1,1,1,5,0.5,1,1,1,1,0.75,0.833333,0
4,2,2,3062,66003,189398,1,0.651512,10742,11.416,193478,193792,190840,189277,0.998382,0.001618,0.978911,0.977327,0.022673,1,1,8,0,5.09902,0,5.09902,0,0,0,-1,3,0,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
4,2,0,3047,64219,187010,1,0.6566,11194,12.3823,189114,186929,188341,188312,1.01169,0.011688,0.988874,1.00043,0.000431,1,1,2,0,5,0.353553,5,0.353553,0,0,-1,3,2,1,1,1,0,1,4,0.5,1,1,0,1,0.583333,0.666667,0
4,3,0,3016,61385,182926,3369,0.664428,36904,129.48,190652,187015,188238,187259,1.01945,0.019448,0.959475,0.978135,0.021865,1,1,4,-1,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,5,0.5,1,1,1,1,0.75,0.833333,0
4,2,5,3016,67901,189442,1,0.641574,11477,13.1843,190546,189880,189486,190798,1.00351,0.003508,0.994206,0.997694,0.002306,1,1,13,0,3.16228,0.790569,2,0,0,0.790569,1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
2,2,2,3752,41980,84434.6,1,0.502811,7937,6.23608,84994.2,84776.1,85735.9,84400.7,1.00257,0.002572,0.993417,0.995973,0.004027,1,1,64,1,16.5529,0.901388,17.4642,0.790569,1,0.75,0,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.12879,0
3,2,1,4064,60299,123065,1,0.510021,9415,8.88452,123592,130677,123018,123252,0.945781,0.054219,0.995733,0.941745,0.058255,1,1,9,0,6,0.75,6.08276,1.06066,1,0.75,1,3,2,2,1,1,1,1,6,1.5,1,1,1,1,0.916667,1.10256,0
3,2,0,3828,60726,119847,1,0.493303,9187,8.57983,121680,119800,122122,120837,1.01569,0.015693,0.984931,1.00039,0.000387,1,1,70,1,28.6356,0.5,28.6356,0.5,0,0,-1,3,1,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.26231,0
3,2,6,3472,42397,96019.5,1,0.558454,8188,6.71631,97130,97564.5,96517.4,96020.3,0.995546,0.004454,0.988567,0.984164,0.015836,1,1,38,0,5.09902,0.790569,5.09902,0.790569,0,0,0,3,2,2,0,1,1,0,4,1,0,1,1,0,0.5,0.833333,0
4,2,7,3280,88374,220554,1,0.599309,12308,16.189,225060,228547,221919,229152,0.984741,0.015259,0.97998,0.965026,0.034974,1,1,22,1,10.4403,0.901388,10.7703,0.75,1,0.353553,1,3,2,2,1,0,1,1,5,1,1,0,1,1,0.666667,1.09091,0
3,2,5,3510,48960,103169,1,0.525441,8554,7.32519,104504,106230,103875,105216,0.98375,0.01625,0.987234,0.971192,0.028808,1,1,22,1,23.0868,0.5,22.0227,0.75,1,0.559017,1,3,1,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.08974,0
4,2,0,3002,71916,192893,1,0.627172,11363,12.8557,196455,192893,196616,197619,1.01847,0.018466,0.981869,1,0,1,1,15,0,5,0.25,5,0.25,0,0,-1,3,2,2,1,0,1,1,5,1,1,0,1,1,0.666667,0.8,0
4,2,0,2829,60587,174592,1,0.65298,10492,11.022,174471,175206,176136,175347,0.995809,0.004191,1.00069,0.996499,0.003501,1,1,10,0,5,0.25,5.09902,0.25,1.41421,0.790569,0,3,2,1,1,1,1,1,5,0.5,1,1,1,1,0.75,0.666667,0
2,2,0,4330,44699,93693.8,1,0.522925,8205,6.64087,93733.3,93671.2,94181.7,93789.7,1.00066,0.000663,0.999579,1.00024,0.000242,1,1,49,1,22.8473,0.353553,22.8473,0.353553,0,0,-1,3,2,1,1,1,0,1,4,0.5,1,1,0,1,0.583333,0.589744,0
1,3,0,5099,30991,59611.9,5990,0.480121,37149,131.576,62817,62505.3,62672.8,62730.2,1.00499,0.004987,0.948978,0.95371,0.04629,1,1,26,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,1,3,1,1,0,0,1,0.6,0.6,0
4,2,2,3034,72860,195127,1,0.626601,11275,12.6052,197140,199390,198547,195006,0.988717,0.011283,0.989788,0.97862,0.02138,1,1,26,1,8.24621,0.353553,7.28011,0.353553,1,0,0,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.08974,0
4,2,2,3206,77565,206763,1,0.62486,11278,12.6509,213099,213937,214594,206723,0.996085,0.003915,0.970267,0.966468,0.033532,1,1,12,1,15.5242,0.901388,15.8114,0.5,1.41421,0.901388,1,3,2,2,0,1,0,0,3,1,0,1,0,0,0.333333,0.5,0
2,2,4,4386,43771,93399.5,1,0.531357,8112,6.50342,95262.6,94822.4,95899.6,94235.5,1.00464,0.004642,0.980442,0.984993,0.015007,1,1,36,1,30.2655,0.75,30.2655,0.5,0,0.25,0,3,2,2,1,1,1,1,6,1,1,2,1,1,1,1.14583,0
4,2,5,2811,70449,183729,1,0.61656,11257,12.3933,188370,185929,184114,185804,1.01313,0.013129,0.975364,0.98817,0.01183,1,1,30,1,2.23607,0.901388,2.23607,0.353553,1,0.559017,1,3,2,1,1,1,1,1,5,1,1,1,1,1,0.833333,0.923077,0
4,2,0,2951,61962,180884,1,0.657449,10820,11.9829,182793,180844,183667,183857,1.01078,0.010782,0.989553,1.00022,0.000223,1,1,9,1,7.61577,1.06066,7.61577,1.06066,0,0,-1,3,2,2,1,1,0,1,5,1,1,1,0,1,0.666667,0.833333,0
1,2,0,5242,27406,56829.6,1,0.517751,6626,4.35498,56824,61161.1,57250.9,58267.6,0.929087,0.070913,1.0001,0.929179,0.070821,1,1,51,0,16.5529,0.75,18.0278,0.25,2.82843,0.5,0,3,2,1,0,0,0,0,1,1,0,0,0,0,0.2,0.666667,0
4,2,2,3101,70283,195250,1,0.640035,11360,12.9351,195904,199787,197513,195129,0.980564,0.019436,0.99666,0.977289,0.022711,1,1,1,1,6.32456,0.75,8.544,0.707107,1.41421,0.901388,1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.30208,0
4,2,2,3227,83950,213994,1,0.6077,11745,14.2048,215915,221968,215646,213954,0.972726,0.027274,0.991106,0.964075,0.035925,1,1,5,1,11.0454,0.5,11.0454,0.5,0,0,1,3,1,2,0,1,1,0,4,1,0,1,1,0,0.5,1.03504,0
1,2,1,5066,31433,59868.7,1,0.474968,6777,4.56274,60562.8,61226.6,59846.3,60079.5,0.989157,0.010843,0.98854,0.977821,0.022179,1,1,35,0,32.9848,0.559017,32.7567,0.901388,0,0.5,0,3,2,1,1,1,1,1,5,1,1,1,1,1,1,1,0
4,2,2,2692,59786,168270,1,0.644703,10893,11.657,168498,169481,170364,168190,0.9942,0.0058,0.998647,0.992854,0.007146,1,1,1,0,2.82843,0.790569,2.82843,0.790569,0,0.707107,1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
4,2,7,3265,96672,228248,1,0.57646,12156,15.4385,231335,235275,235739,230146,0.983253,0.016747,0.986653,0.97013,0.02987,1,1,41,1,11.4018,0.75,12.3693,1.06066,1,0.75,1,3,2,2,1,1,1,1,6,1.5,1,1,1,1,0.916667,1.36918,0
4,2,0,2906,56965,174073,1,0.672753,10993,12.113,174361,173952,174260,175611,1.00235,0.002346,0.998353,1.00069,0.000695,1,1,2,1,4,0.901388,4,0.901388,0,0,-1,3,2,0,1,1,1,1,4,0,1,1,1,1,0.666667,0.5,0
4,2,7,2955,69799,188882,1,0.630462,10876,11.582,189662,189836,189556,189298,0.999082,0.000918,0.995887,0.994973,0.005027,1,1,14,0,5.09902,0.707107,5.09902,0.707107,0,0,1,3,1,1,1,0,1,1,4,0.5,1,0,2,1,0.75,0.826667,0
2,2,6,4919,49299,104958,1,0.5303,8340,7.03418,105040,108063,109090,105723,0.972028,0.027972,0.999225,0.971274,0.028726,1,1,20,0,15.1327,0.559017,14.3178,0.75,0,0.707107,0,3,2,2,1,1,1,1,6,2,1,1,3,1,1.33333,1.49873,0
4,2,2,2937,68210,186568,1,0.634395,11351,12.9236,189553,187933,188780,186487,1.00862,0.008623,0.984249,0.992737,0.007263,1,1,3,1,12.3693,0.790569,12.3693,0.790569,0,0,0,3,2,0,0,1,1,0,2,0,0,1,1,0,0.333333,0.333333,0
4,3,0,2707,56614,165703,2942,0.65834,33471,106.934,174248,177408,176566,175740,0.982186,0.017814,0.950961,0.93402,0.06598,1,1,180,-1,0,0,0,0,0,0,-1,0,0,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
3,2,2,3622,46978,102917,1,0.543536,8306,6.81006,105212,104481,105441,102902,1.007,0.006997,0.97819,0.985035,0.014965,1,1,4,0,8.06226,0.75,8.06226,0,1,0.25,1,3,2,2,0,1,1,0,4,1,0,1,1,0,0.5,0.833333,0
4,3,0,2928,59784,177779,3320,0.663717,37176,131.53,190030,186030,185634,191026,1.0215,0.021503,0.935532,0.955648,0.044352,1,1,1,-1,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,5,0.5,1,1,1,1,0.75,0.666667,0
4,2,1,2971,62868,182596,1,0.655699,11091,12.074,185757,186645,182475,185309,0.995241,0.004759,0.982981,0.978303,0.021697,1,1,20,1,21.587,0.790569,21.587,0.25,1,0.25,1,3,2,1,1,1,0,1,4,0.5,1,1,0,1,0.583333,0.666667,0
3,2,5,3478,52469,106184,1,0.505868,9322,8.84766,106607,112730,107990,108549,0.945683,0.054317,0.996038,0.941937,0.058063,1,1,42,1,13.8924,0.707107,14.7648,0.353553,1.41421,0.790569,1,3,1,1,1,1,1,1,5,0.5,1,1,1,1,0.75,0.992424,0
3,2,1,3353,41434,93218.7,1,0.555518,8174,6.69238,94461.1,94225.7,93203.2,94478.9,1.0025,0.002499,0.986847,0.989313,0.010687,1,1,13,0,9.21954,0.901388,10.0499,0.790569,1,0.901388,0,3,2,1,1,0,1,1,4,0.5,1,0,1,1,0.583333,0.739583,0
1,3,0,4740,30403,57008.9,5695,0.466697,34590,112.469,62263.9,60846.9,60926.8,60482.1,1.02329,0.023289,0.9156,0.936923,0.063077,1,1,24,-1,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,2,1,0,1,0,0,0.4,1.26923,0
4,2,0,2903,60633,177620,1,0.658637,11114,12.1387,177540,181136,180720,182251,0.980145,0.019855,1.00045,0.98059,0.01941,1,1,6,0,4.12311,0.790569,4,0.5,0,0.353553,0,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.17548,0
4,2,0,3006,69259,190397,1,0.63624,11318,12.5557,191816,190357,194077,190904,1.00766,0.007663,0.992605,1.00021,0.000212,1,1,10,1,4,0.790569,4,0.790569,0,0,-1,3,2,2,0,1,1,0,4,1,0,1,1,0,0.5,0.833333,0
4,2,0,3102,65205,190212,1,0.657198,10678,11.3755,190091,194442,191970,193338,0.977624,0.022376,1.00064,0.978246,0.021754,1,1,5,1,12.083,0.25,13.3417,0.5,2.23607,0.75,0,3,2,1,1,1,1,1,5,0.5,1,1,1,1,0.75,0.90625,0
4,2,0,2819,58334,171936,1,0.660723,11035,12.0325,171896,173536,174522,175484,0.990553,0.009447,1.00023,0.990785,0.009215,1,1,2,0,3.16228,0.25,4.12311,0.559017,1.41421,0.353553,1,3,2,1,1,0,1,1,4,0.5,1,0,1,1,0.583333,0.666667,0
4,2,2,2765,60233,171659,1,0.649113,11278,12.4795,174972,177697,174190,171619,0.984666,0.015334,0.981066,0.966022,0.033978,1,1,1,0,6.08276,0.353553,6.08276,0.25,1,0.75,0,3,2,2,1,0,1,1,5,1,1,0,1,1,0.666667,0.833333,0
2,2,2,3953,40980,85709,1,0.52187,7445,5.51489,90463.6,88506,89461.8,85697.7,1.02212,0.022118,0.947441,0.968397,0.031603,1,1,12,1,39.0128,0.901388,39.0128,0.5,1,0.25,1,3,2,2,1,0,1,1,5,1,2,0,1,2,1,1.15564,0
4,2,0,2954,64259,183302,1,0.649436,11544,12.8555,185744,183141,185322,186343,1.01422,0.014218,0.986849,1.00088,0.00088,1,1,17,0,4.12311,0.5,4.12311,0.5,0,0,-1,3,1,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
4,2,1,2717,60977,170469,1,0.642298,11287,12.5032,175587,172741,170388,175050,1.01648,0.016479,0.970851,0.986849,0.013151,1,1,4,0,3,0.75,3,0.75,0,0,-1,3,2,1,1,1,0,1,4,0.5,1,1,0,1,0.583333,0.666667,0
4,2,1,2852,65116,180048,1,0.638341,10450,10.8755,181024,184458,179927,181975,0.981381,0.018619,0.994612,0.976094,0.023906,1,1,24,0,3,0.790569,3,0.559017,1,0.25,0,3,2,1,1,1,0,1,4,0.5,1,1,0,1,0.583333,0.666667,0
3,2,7,3190,43195,92462.3,1,0.532836,8359,6.92505,93099.5,94719.3,92622.9,92669.1,0.982898,0.017102,0.993155,0.976171,0.023829,1,1,12,1,20.2237,0.5,19.2354,0.901388,1,0.25,1,3,1,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
3,2,0,3512,48562,102802,1,0.527618,8617,7.46167,104447,102771,104577,104367,1.01631,0.016306,0.984252,1.0003,0.000301,1,1,37,0,8.24621,0.901388,8.24621,0.901388,0,0,-1,3,2,2,1,1,0,1,5,1,1,1,0,1,0.666667,0.833333,0
4,2,1,2894,58594,175219,1,0.665595,10878,11.7754,177239,176255,175219,179822,1.00558,0.005582,0.988601,0.99412,0.00588,1,1,2,1,13.9284,0.707107,15.2971,0.75,3.16228,0.901388,1,3,1,1,0,0,1,0,2,0.5,0,0,1,0,0.25,0.5,0
3,2,6,3743,53934,111742,1,0.517334,9219,8.39185,114062,111869,111879,113384,1.0196,0.019603,0.979662,0.998867,0.001133,1,1,77,1,29.1548,0.5,29.1548,0.5,0,0,-1,3,1,1,1,1,1,1,5,0.5,1,1,1,1,0.75,0.989583,0
4,2,0,3032,73783,195969,1,0.623497,11379,12.7263,198833,195929,202404,200631,1.01482,0.014821,0.985598,1.00021,0.000206,1,1,9,1,10.0499,0.790569,10.0499,0.790569,0,0,-1,3,2,2,0,1,1,0,4,1,0,1,1,0,0.5,1.15115,0
4,3,0,2784,62315,174507,3013,0.642908,34310,112.024,177792,180724,178111,179873,0.983773,0.016227,0.981525,0.965597,0.034403,1,1,2,-1,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,5,0.5,1,1,1,1,0.75,1.01515,0
3,2,0,3520,45661,100025,1,0.543504,8322,6.83691,101657,99978.5,101199,101288,1.01679,0.016785,0.983948,1.00046,0.000463,1,1,16,0,9.05538,0.559017,9.05538,0.559017,0,0,-1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,0.833333,0
1,2,1,5583,31026,62363.7,1,0.502499,6855,4.74097,64592.4,67372.4,62352.4,63303.9,0.958737,0.041263,0.965495,0.925655,0.074345,1,1,111,0,17.0294,0.901388,17.1172,0.25,1,0.707107,0,3,2,1,1,1,1,1,5,1,1,1,1,1,1,1.336,0
3,2,1,3713,51994,109339,1,0.524468,8842,7.6499,111314,111278,109277,111544,1.00033,0.000326,0.982254,0.982574,0.017426,1,1,21,1,20.3961,0.790569,20.3961,0.790569,0,0,-1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.07292,0
4,2,0,2937,63981,182339,1,0.649109,10665,11.3333,182258,184874,183592,184442,0.985849,0.014151,1.00044,0.986285,0.013715,1,1,3,0,6,0.559017,6,0.75,1,0.790569,1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.16912,0
3,2,0,3883,54377,114347,1,0.524457,9443,8.80493,114404,114301,115246,115545,1.00091,0.000906,0.9995,1.0004,0.000405,1,1,18,0,9,0.75,9,0.75,0,0,-1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,0.833333,0
4,2,0,3074,68704,192583,1,0.643249,11154,12.3418,192502,194127,197754,194310,0.991627,0.008373,1.00042,0.992042,0.007958,1,1,20,0,4,0.25,5,0.25,1.41421,0.353553,1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
2,2,5,3783,39521,82326.4,1,0.519947,7693,5.93237,83506.9,83930.9,82842.4,83503.3,0.994948,0.005052,0.985864,0.980883,0.019117,1,1,40,0,9.84886,0.5,9.48683,0.75,1.41421,0.559017,0,3,1,2,0,1,1,0,4,1,0,1,1,0,0.5,0.666667,0
1,3,0,5109,31837,60514.1,5912,0.473891,37245,134.972,61948.3,63157.8,61916.4,62729.2,0.98085,0.01915,0.976847,0.958141,0.041859,1,1,22,-1,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,5,1,1,1,2,1,1.2,1.30769,0
4,2,2,2903,77289,194276,1,0.60217,12277,15.51,194904,199265,196617,194156,0.978114,0.021886,0.996781,0.974965,0.025035,1,1,1,0,4.47214,0.25,4.47214,0.25,0,0,1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.17949,0
3,2,0,3463,44002,97485.5,1,0.548631,8148,6.51856,97439.2,100028,99923.3,99620.5,0.974116,0.025884,1.00048,0.97458,0.02542,1,1,25,1,25,0.75,27,0.5,2,0.75,1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
3,2,0,3791,52636,111185,1,0.526592,8939,7.94946,111139,111780,112239,111210,0.994265,0.005735,1.00042,0.994679,0.005321,1,1,21,1,22.3607,0,22.3607,0,0,0,0,3,0,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
2,3,0,3906,37396,81593.2,4386,0.541677,35729,122.656,85650,84030.5,84305.6,84159.1,1.01927,0.019272,0.952635,0.970994,0.029006,1,1,16,-1,0,0,0,0,0,0,-1,0,0,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.14583,0
2,3,0,3571,34544,74950.6,3909,0.53911,31468,96.5073,77659,77840.3,78032.6,78807.2,0.997671,0.002329,0.965124,0.962876,0.037124,1,1,5,-1,0,0,0,0,0,0,-1,0,0,1,0,1,1,0,3,0.5,0,1,1,0,0.416667,0.666667,0
3,2,2,3706,45356,102593,1,0.557901,8483,7.16431,103451,103998,104866,102546,0.994737,0.005263,0.9917,0.986481,0.013519,1,1,7,1,21.2132,0.25,21.3776,0.559017,1,0.5,1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
3,2,4,3883,54954,114924,1,0.521824,9131,8.31616,115422,115777,115610,115955,0.996932,0.003068,0.995689,0.992635,0.007365,1,1,66,1,24.5153,0.790569,25.4951,0.559017,2,0.559017,1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
2,2,1,3794,39133,82062.9,1,0.523134,7474,5.53613,82325.8,83442.3,82051.6,83078.3,0.986619,0.013381,0.996807,0.983468,0.016532,1,1,21,0,22.8035,0.559017,22.8035,0.75,1.41421,0.790569,0,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.08974,0
3,2,1,4011,56224,118171,1,0.524215,9164,8.58691,129354,122627,118140,127379,1.05486,0.054859,0.913545,0.963661,0.036339,1,1,15,0,5.38516,0.25,2.82843,0.790569,3,0.25,0,3,2,2,1,1,1,1,6,1.5,2,1,3,2,1.58333,1.55741,0
3,2,6,3938,46301,107121,1,0.567767,8645,7.55396,107273,108837,108217,109817,0.985634,0.014366,0.998575,0.984229,0.015771,1,1,15,0,8.24621,0.5,7.61577,0.25,1,0.559017,1,3,1,2,1,1,1,1,6,1.5,1,1,1,1,0.916667,1.31579,0
4,2,0,2938,65262,183660,1,0.644658,10964,11.7642,183539,188281,188996,185050,0.974815,0.025185,1.00066,0.975457,0.024543,1,1,32,1,19.4165,1.06066,19.4165,1.06066,0,0,0,3,2,1,1,1,0,1,4,0.5,1,1,0,1,0.583333,0.666667,0
3,2,0,3708,54586,111853,1,0.511986,8840,7.63672,111838,114414,112995,112563,0.977486,0.022514,1.00014,0.977621,0.022379,1,1,40,0,5.38516,0.901388,5.38516,0.901388,1.41421,0.353553,0,3,2,1,0,1,0,0,2,0.5,0,1,0,0,0.25,0.666667,0
4,2,2,2923,71296,189089,1,0.622951,11398,13.1782,192469,189997,191569,188969,1.01301,0.013012,0.982441,0.995225,0.004775,1,1,1,1,18.4391,0.5,18.6815,0.559017,1,0.25,1,3,1,2,1,1,1,1,6,1,1,1,1,1,0.833333,0.833333,0
4,2,0,3052,69366,192358,1,0.639391,11177,12.5349,194966,192277,195116,194834,1.01398,0.013984,0.986622,1.00042,0.000419,1,1,30,0,2,0.707107,2,0.707107,0,0,-1,3,1,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.07292,0
4,2,0,2953,68131,187133,1,0.635923,11089,12.1731,188372,186972,188288,189279,1.00749,0.007486,0.993426,1.00086,0.000862,1,1,24,1,12.1655,0.25,12.1655,0.25,0,0,-1,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
4,2,1,2919,64222,181854,1,0.646849,11443,13.0584,184258,184248,181774,184957,1.00006,5.8e-05,0.986953,0.98701,0.01299,1,1,18,1,8.24621,0.790569,8.24621,0.790569,0,0,-1,3,2,1,1,1,0,1,4,0.5,1,1,0,1,0.583333,0.666667,0
4,2,5,3009,67497,188756,1,0.642412,11229,12.5715,191775,192214,192111,189755,0.997712,0.002288,0.984261,0.982009,0.017991,1,1,9,1,13.0384,0.790569,13.0384,0.559017,1,0.559017,0,3,2,2,1,1,1,1,6,1,1,2,1,1,1,1.07292,0
4,2,4,3199,76704,205620,1,0.626962,12320,15.3784,207671,205503,206015,206703,1.01055,0.01055,0.990126,1.00057,0.000571,1,1,21,1,25.4951,0.707107,26.6833,0.353553,1.41421,1.06066,0,3,1,2,1,1,1,1,6,1,1,1,1,1,0.833333,0.923077,0
4,2,1,2984,80950,201202,1,0.597667,11933,14.5613,202650,204601,201121,205576,0.990464,0.009536,0.992856,0.983388,0.016612,1,1,6,0,5.38516,0.790569,5.38516,0.5,1.41421,0.353553,1,3,2,2,0,1,1,0,4,1,0,1,1,0,0.5,0.90625,0
2,2,2,4046,41617,87398.3,1,0.523824,8054,6.45703,87743.1,90144.8,88292.3,87375.7,0.973357,0.026643,0.99607,0.969532,0.030468,1,1,53,1,21.4709,0.790569,21.4709,0.790569,0,0,-1,3,2,1,1,1,1,1,5,0.5,1,1,1,1,0.75,0.833333,0
4,2,0,2560,59241,162406,1,0.635229,10823,11.3469,162325,163886,163111,163975,0.990478,0.009522,1.0005,0.990969,0.009031,1,1,15,1,2.23607,0.901388,2.82843,0.5,0,0.25,0,3,2,2,1,0,0,1,4,1,1,0,0,1,0.5,1,0
3,3,0,3661,44533,101075,4077,0.559404,35924,125.302,104236,103979,104851,106308,1.00247,0.002472,0.96967,0.972067,0.027933,1,1,2,-1,0,0,0,0,0,0,-1,0,0,2,1,1,0,1,5,1,1,1,0,1,0.666667,0.833333,0
4,3,0,2873,63062,178841,3103,0.647384,36647,127.302,189824,188344,189834,184385,1.00786,0.00786,0.942139,0.949544,0.050456,1,1,3,-1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.333333,0
4,2,7,2928,62975,180970,1,0.652014,10616,11.2222,183812,184230,184878,183896,0.997731,0.002269,0.98454,0.982306,0.017694,1,1,8,1,22.3607,0.790569,22.3607,0.559017,1,0.559017,1,3,2,2,0,1,1,0,4,1,0,1,1,0,0.5,0.666667,0
2,2,2,3809,37498,80597.6,1,0.53475,7689,5.85669,81714.2,82113.3,82880.1,80586.3,0.995139,0.004861,0.986336,0.981541,0.018459,1,1,72,0,8.06226,0.25,9.05538,0.790569,1,0.75,0,3,2,2,1,0,0,1,4,1,1,0,0,1,0.5,0.739583,0
4,2,1,2926,67504,185418,1,0.635937,11128,12.1899,187772,188183,185378,190084,0.997817,0.002183,0.987463,0.985308,0.014692,1,1,5,0,4.12311,1.06066,4.12311,1.06066,0,0,-1,3,2,1,0,1,1,0,3,0.5,0,1,1,0,0.416667,0.666667,0
3,3,0,3177,43236,92302.5,3424,0.531584,36421,125.033,100573,99761.8,100376,103691,1.00813,0.008133,0.917765,0.925229,0.074771,1,1,2,-1,0,0,0,0,0,0,-1,0,0,1,1,1,0,1,4,0.5,1,1,0,1,0.583333,0.666667,0
4,2,6,2968,61323,180930,1,0.661068,10569,10.9387,182678,184124,183713,181348,0.992147,0.007853,0.990432,0.982654,0.017346,1,1,21,1,7.07107,0.353553,9.21954,0.75,2.82843,0.901388,1,3,2,1,1,1,1,1,5,0.5,1,1,1,1,0.75,0.833333,0
4,2,7,2964,68357,187803,1,0.636017,10983,12.1033,191213,193772,191758,190308,0.98679,0.01321,0.982166,0.969192,0.030808,1,1,4,0,1.41421,0.790569,2.23607,0.707107,1.41421,0.790569,1,3,2,1,1,0,0,1,3,0.5,1,0,0,1,0.416667,0.75,0
4,2,2,2947,62443,181204,1,0.655399,11286,12.4062,182452,185255,183711,181123,0.984869,0.015131,0.99316,0.978133,0.021867,1,1,9,1,16.1245,0.559017,16.1245,0.25,1,0.5,1,3,2,2,0,1,1,0,4,1,0,1,1,0,0.5,0.90625,0
1,2,0,4753,29746,56424.8,1,0.472821,6634,4.3916,56424.8,60530.4,56834.1,59496.2,0.932173,0.067827,1,0.932173,0.067827,1,1,43,0,29.4279,0.25,27.8927,0.790569,2.82843,0.75,0,3,2,1,1,0,1,1,4,1,1,0,1,1,0.8,1.06559,0
2,3,0,3932,37919,82410.4,4399,0.539876,36775,126.983,86260.6,86381.9,86494.6,86958,0.998596,0.001404,0.955365,0.954023,0.045977,1,1,8,-1,0,0,0,0,0,0,-1,0,0,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
2,2,2,4512,44661,95715.2,1,0.533397,8222,6.7334,97979,99192.5,98879.4,95692.6,0.987766,0.012234,0.976895,0.964944,0.035056,1,1,48,1,40.3113,0.559017,39.3192,0.75,1,0.353553,0,3,2,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.175,0
4,2,7,2427,64626,162431,1,0.602133,10967,11.9045,163977,166631,164340,164551,0.984072,0.015928,0.990571,0.974793,0.025207,1,1,7,1,12.6491,0.5,13.6015,0.707107,1,0.5,1,3,1,2,1,1,1,1,6,1,1,1,1,1,0.833333,1,0
1,3,0,4885,29937,57356.7,5804,0.478056,35544,120.744,60614.6,60665.8,60739.4,61243.9,0.999156,0.000844,0.946253,0.945455,0.054545,1,1,33,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,2,0,1,0,0,1,0.4,0.4,0
